code,label
01046140,Aircraft — Aircraft propeller/rotor — Propeller system — Propeller indicating system
01046197,Aircraft — Aircraft propeller/rotor — Propeller system — Propeller/propulsor wiring
01046200,Aircraft — Aircraft propeller/rotor — Main rotor system — (general)
01046210,Aircraft — Aircraft propeller/rotor — Main rotor system — Main rotor blade system
01046220,Aircraft — Aircraft propeller/rotor — Main rotor system — Main rotor head system
01046230,Aircraft — Aircraft propeller/rotor — Main rotor system — Main rotor mast/swashplate
01046240,Aircraft — Aircraft propeller/rotor — Main rotor system — Main rotor indicating system
01046297,Aircraft — Aircraft propeller/rotor — Main rotor system — Main rotor sys wiring
01046300,Aircraft — Aircraft propeller/rotor — Main rotor drive — (general)
01046310,Aircraft — Aircraft propeller/rotor — Main rotor drive — Engine/transmission coupling
01046320,Aircraft — Aircraft propeller/rotor — Main rotor drive — Main rotor gearbox
01046321,Aircraft — Aircraft propeller/rotor — Main rotor drive — Main rotor brake
01046322,Aircraft — Aircraft propeller/rotor — Main rotor drive — Rotorcraft cooling fan system
01046330,Aircraft — Aircraft propeller/rotor — Main rotor drive — Main rotor trans mount
01046340,Aircraft — Aircraft propeller/rotor — Main rotor drive — Rotor/drive indicating system
01046397,Aircraft — Aircraft propeller/rotor — Main rotor drive — Main rotor drive wiring
01046400,Aircraft — Aircraft propeller/rotor — Tail rotor — (general)
01046410,Aircraft — Aircraft propeller/rotor — Tail rotor — Tail rotor blade
01046420,Aircraft — Aircraft propeller/rotor — Tail rotor — Tail rotor head
01046440,Aircraft — Aircraft propeller/rotor — Tail rotor — Tail rotor indicating system
01046497,Aircraft — Aircraft propeller/rotor — Tail rotor — Tail rotor system wiring
01046500,Aircraft — Aircraft propeller/rotor — Tail rotor drive system — (general)
01046510,Aircraft — Aircraft propeller/rotor — Tail rotor drive system — Tail rotor drive shaft
01046520,Aircraft — Aircraft propeller/rotor — Tail rotor drive system — Tail rotor gearbox
01046540,Aircraft — Aircraft propeller/rotor — Tail rotor drive system — Tail rotor drive ind system
01046597,Aircraft — Aircraft propeller/rotor — Tail rotor drive system — Tail rotor drive system wiring
01046700,Aircraft — Aircraft propeller/rotor — Rotorcraft flight control — (general)
01046710,Aircraft — Aircraft propeller/rotor — Rotorcraft flight control — Main rotor control
01046711,Aircraft — Aircraft propeller/rotor — Rotorcraft flight control — Tilt rotor flight control
01046720,Aircraft — Aircraft propeller/rotor — Rotorcraft flight control — Tail rotor control system
01046730,Aircraft — Aircraft propeller/rotor — Rotorcraft flight control — Rotorcraft servo system
01046797,Aircraft — Aircraft propeller/rotor — Rotorcraft flight control — Rotors flt cntl sys wiring
01050000,Aircraft — Aircraft power plant — (general) — (general)
01057100,Aircraft — Aircraft power plant — Power plant — (general)
01057110,Aircraft — Aircraft power plant — Power plant — Engine cowling system
01057111,Aircraft — Aircraft power plant — Power plant — Cowl flap system (recip. only)
01057112,Aircraft — Aircraft power plant — Power plant — Eng air baffle sec (recip.)
01057120,Aircraft — Aircraft power plant — Power plant — Mounts
01057130,Aircraft — Aircraft power plant — Power plant — Fireseals
01057160,Aircraft — Aircraft power plant — Power plant — Air intake
01057170,Aircraft — Aircraft power plant — Power plant — Engine drains
01057197,Aircraft — Aircraft power plant — Power plant — Powerplant wiring
01057200,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — (general)
01057210,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Reduction gear and shaft
01057220,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Air inlet section (core eng)
01057230,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Compressor section
01057240,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Combustion section
01057250,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Turbine section
01057260,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Accessory drives
01057261,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Oil system
01057270,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Bypass section
01057297,Aircraft — Aircraft power plant — Engine (turbine/turboprop) — Turb eng wiring
01057300,Aircraft — Aircraft power plant — Engine fuel and control — (general)
01057310,Aircraft — Aircraft power plant — Engine fuel and control — Fuel distribution
01057311,Aircraft — Aircraft power plant — Engine fuel and control — Fuel oil cooler
01057312,Aircraft — Aircraft power plant — Engine fuel and control — Fuel heater
01057313,Aircraft — Aircraft power plant — Engine fuel and control — Fuel injector nozzle
01057314,Aircraft — Aircraft power plant — Engine fuel and control — Fuel pump
01057320,Aircraft — Aircraft power plant — Engine fuel and control — Fuel controlling system
01057321,Aircraft — Aircraft power plant — Engine fuel and control — Fuel control electronic
01057322,Aircraft — Aircraft power plant — Engine fuel and control — Fuel control/carburetor
01057323,Aircraft — Aircraft power plant — Engine fuel and control — Turbine governor
01057324,Aircraft — Aircraft power plant — Engine fuel and control — Fuel divider
01057330,Aircraft — Aircraft power plant — Engine fuel and control — Fuel indicating system
01057331,Aircraft — Aircraft power plant — Engine fuel and control — Fuel flow indicating
01057332,Aircraft — Aircraft power plant — Engine fuel and control — Fuel pressure indicating
01057333,Aircraft — Aircraft power plant — Engine fuel and control — Fuel flow sensor
01057334,Aircraft — Aircraft power plant — Engine fuel and control — Fuel press sensor
01057397,Aircraft — Aircraft power plant — Engine fuel and control — Eng fuel sys wiring
01057400,Aircraft — Aircraft power plant — Ignition system — (general)
01057410,Aircraft — Aircraft power plant — Ignition system — Ignition power supply
01057411,Aircraft — Aircraft power plant — Ignition system — Low tension coil
01057412,Aircraft — Aircraft power plant — Ignition system — Exciter
01057413,Aircraft — Aircraft power plant — Ignition system — Induction vibrator
01057414,Aircraft — Aircraft power plant — Ignition system — Magneto/distributor
01057420,Aircraft — Aircraft power plant — Ignition system — Dist (ignition harness)
01057421,Aircraft — Aircraft power plant — Ignition system — Spark plugs/igniters
01057430,Aircraft — Aircraft power plant — Ignition system — Switching
01057497,Aircraft — Aircraft power plant — Ignition system — Ignition system wiring
01057500,Aircraft — Aircraft power plant — Engine bleed air system — (general)
01057510,Aircraft — Aircraft power plant — Engine bleed air system — Engine anti-icing system
01057520,Aircraft — Aircraft power plant — Engine bleed air system — Engine cooling system
01057530,Aircraft — Aircraft power plant — Engine bleed air system — Compressor bleed control
01057531,Aircraft — Aircraft power plant — Engine bleed air system — Compressor bleed governor
01057532,Aircraft — Aircraft power plant — Engine bleed air system — Compressor bleed valve
01057540,Aircraft — Aircraft power plant — Engine bleed air system — Indicating system
01057597,Aircraft — Aircraft power plant — Engine bleed air system — Bleed air system wiring
01057600,Aircraft — Aircraft power plant — Engine controls — (general)
01057601,Aircraft — Aircraft power plant — Engine controls — Engine synchronizing
01057602,Aircraft — Aircraft power plant — Engine controls — Mixture control
01057603,Aircraft — Aircraft power plant — Engine controls — Power lever
01057620,Aircraft — Aircraft power plant — Engine controls — Emergency shutdown system
01057697,Aircraft — Aircraft power plant — Engine controls — Eng cntl sys wiring
01057700,Aircraft — Aircraft power plant — Engine indicating system — (general)
01057710,Aircraft — Aircraft power plant — Engine indicating system — Power indicating system
01057711,Aircraft — Aircraft power plant — Engine indicating system — Engine pressure ratio (EPR)
01057712,Aircraft — Aircraft power plant — Engine indicating system — BMEP/torque
01057713,Aircraft — Aircraft power plant — Engine indicating system — Manifold pressure (MP)
01057714,Aircraft — Aircraft power plant — Engine indicating system — RPM
01057720,Aircraft — Aircraft power plant — Engine indicating system — Temperature indicating system
01057721,Aircraft — Aircraft power plant — Engine indicating system — Cylinder head temp (CHT)
01057722,Aircraft — Aircraft power plant — Engine indicating system — EGT/TIT
01057730,Aircraft — Aircraft power plant — Engine indicating system — Analyzers
01057731,Aircraft — Aircraft power plant — Engine indicating system — Ignition analyzer
01057732,Aircraft — Aircraft power plant — Engine indicating system — Vibration analyzer
01057740,Aircraft — Aircraft power plant — Engine indicating system — Integrated engine inst system
01057797,Aircraft — Aircraft power plant — Engine indicating system — Engine indication sys wiring
01057800,Aircraft — Aircraft power plant — Engine exhaust — (general)
01057810,Aircraft — Aircraft power plant — Engine exhaust — Collector/nozzle
01057820,Aircraft — Aircraft power plant — Engine exhaust — Noise suppressor
01057830,Aircraft — Aircraft power plant — Engine exhaust — Thrust reverser
01057897,Aircraft — Aircraft power plant — Engine exhaust — Eng exhst sys wiring
01057900,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — (general)
01057910,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Oil storage (airframe furnish)
01057920,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Eng oil dist (airframe furn)
01057921,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Cooler
01057922,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Temperature regulator
01057923,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Off valve
01057930,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Engine oil indicating system
01057931,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Pressure
01057932,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Quantity
01057933,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Temperature
01057997,Aircraft — Aircraft power plant — Eng oil sys (airframe furnish) — Engine oil system wiring
01058000,Aircraft — Aircraft power plant — Engine starting — (general)
01058010,Aircraft — Aircraft power plant — Engine starting — Cranking
01058011,Aircraft — Aircraft power plant — Engine starting — Starter
01058012,Aircraft — Aircraft power plant — Engine starting — Valves/controls
01058097,Aircraft — Aircraft power plant — Engine starting — Engine starting system wiring
01058100,Aircraft — Aircraft power plant — Turbocharging (recip only) — (general)
01058110,Aircraft — Aircraft power plant — Turbocharging (recip only) — Power recovery turbine
01058120,Aircraft — Aircraft power plant — Turbocharging (recip only) — Turbocharger
01058197,Aircraft — Aircraft power plant — Turbocharging (recip only) — Turbocharger system wiring
01058200,Aircraft — Aircraft power plant — Water injection — (general)
01058297,Aircraft — Aircraft power plant — Water injection — Water inj sys wiring
01058300,Aircraft — Aircraft power plant — Accessory gear-boxes — (general)
01058397,Aircraft — Aircraft power plant — Accessory gear-boxes — Accessory gearbox wiring
01058500,Aircraft — Aircraft power plant — Engine (reciprocating) — (general)
01058510,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng front section
01058520,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip engine power section
01058530,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng cyl section
01058540,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng rear section
01058550,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng oil sys
01058560,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng supercharger
01058570,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng liquid cooling
01058597,Aircraft — Aircraft power plant — Engine (reciprocating) — Recip eng wiring
01060000,Aircraft — Aircraft oper/perf/capability — (general) — (general)
01061000,Aircraft — Aircraft oper/perf/capability — Aircraft capability — (general)
01061010,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Climb capability
01061015,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Maximum crosswind component
01061020,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Engine out capability
01061025,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Takeoff distance
01061030,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Landing distance
01061035,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Maximum weight
01061040,Aircraft — Aircraft oper/perf/capability — Aircraft capability — CG/weight distribution
01061050,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Braking capability
01061055,Aircraft — Aircraft oper/perf/capability — Aircraft capability — Instrument flight capability
01062000,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — (general)
01062010,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Airspeed
01062012,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Altitude
01062017,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Configuration
01062020,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Directional control
01062022,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Pitch control
01062023,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Lateral/bank control
01062024,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Yaw control
01062025,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Engine out control
01062027,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Glide
01062030,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Crosswind correction
01062032,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Dynamic load
01062035,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Climb rate
01062037,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Descent rate
01062040,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Descent/approach/glide path
01062041,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Landing flare
01062042,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Angle of attack
01062045,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Surface speed/braking
01062047,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Heading/course
01062050,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Powerplant parameters
01062052,Aircraft — Aircraft oper/perf/capability — Performance/control parameters — Prop/rotor parameters
01070000,Aircraft — Fluids/misc hardware — (general) — (general)
01071000,Aircraft — Fluids/misc hardware — Fluids — (general)
01071010,Aircraft — Fluids/misc hardware — Fluids — Fuel
01071015,Aircraft — Fluids/misc hardware — Fluids — Hydraulic fluid
01071020,Aircraft — Fluids/misc hardware — Fluids — Oil
01071025,Aircraft — Fluids/misc hardware — Fluids — Coolant
01071030,Aircraft — Fluids/misc hardware — Fluids — Water
01071035,Aircraft — Fluids/misc hardware — Fluids — Grease
01071040,Aircraft — Fluids/misc hardware — Fluids — Fuel additive
01071045,Aircraft — Fluids/misc hardware — Fluids — Oil additive
01071050,Aircraft — Fluids/misc hardware — Fluids — Anti-ice/de-ice fluid
01071055,Aircraft — Fluids/misc hardware — Fluids — Lavatory fluid
01071400,Aircraft — Fluids/misc hardware — Misc hardware — (general)
01071410,Aircraft — Fluids/misc hardware — Misc hardware — Hoses and tubes
01071420,Aircraft — Fluids/misc hardware — Misc hardware — Electrical connectors
01071430,Aircraft — Fluids/misc hardware — Misc hardware — Fasteners
01071497,Aircraft — Fluids/misc hardware — Misc hardware — Misc wiring
02010000,Personnel issues — Physical — (general) — (general)
02011000,Personnel issues — Physical — Physical characteristic — (general)
02011010,Personnel issues — Physical — Physical characteristic — Size
02011015,Personnel issues — Physical — Physical characteristic — Reach
02011020,Personnel issues — Physical — Physical characteristic — Strength
02011025,Personnel issues — Physical — Physical characteristic — Weight
02011030,Personnel issues — Physical — Physical characteristic — Physical limitation
02011500,Personnel issues — Physical — Sensory ability/limitation — (general)
02011510,Personnel issues — Physical — Sensory ability/limitation — Visual function
02011515,Personnel issues — Physical — Sensory ability/limitation — Use of corrective lens
02011520,Personnel issues — Physical — Sensory ability/limitation — Color-vision
02011525,Personnel issues — Physical — Sensory ability/limitation — Hearing
02011530,Personnel issues — Physical — Sensory ability/limitation — Vestibular function
02011535,Personnel issues — Physical — Sensory ability/limitation — Tactile function
02012000,Personnel issues — Physical — Impairment/incapacitation — (general)
02012010,Personnel issues — Physical — Impairment/incapacitation — Illness/injury
02012015,Personnel issues — Physical — Impairment/incapacitation — Alcohol
02012020,Personnel issues — Physical — Impairment/incapacitation — Illicit drug
02012025,Personnel issues — Physical — Impairment/incapacitation — Prescription medication
02012030,Personnel issues — Physical — Impairment/incapacitation — OTC medication
02012035,Personnel issues — Physical — Impairment/incapacitation — Hypoxia/anoxia
02012040,Personnel issues — Physical — Impairment/incapacitation — Carbon monoxide
02012045,Personnel issues — Physical — Impairment/incapacitation — Neurological
02012050,Personnel issues — Physical — Impairment/incapacitation — Cardiovascular
02012055,Personnel issues — Physical — Impairment/incapacitation — Other loss of consciousness
02013000,Personnel issues — Physical — Health/Fitness — (general)
02013010,Personnel issues — Physical — Health/Fitness — Physical fitness
02013015,Personnel issues — Physical — Health/Fitness — Diet
02013020,Personnel issues — Physical — Health/Fitness — Use of medication/drugs
02013025,Personnel issues — Physical — Health/Fitness — Use of alcohol
02013030,Personnel issues — Physical — Health/Fitness — Smoking
02013035,Personnel issues — Physical — Health/Fitness — Predisposing condition
02013500,Personnel issues — Physical — Alertness/Fatigue — (general)
02013510,Personnel issues — Physical — Alertness/Fatigue — Lack of sleep
02013515,Personnel issues — Physical — Alertness/Fatigue — Circadian rhythms or jetlag
02013520,Personnel issues — Physical — Alertness/Fatigue — Fatigue due to work schedule
02020000,Personnel issues — Psychological — (general) — (general)
02021000,Personnel issues — Psychological — Personality/attitude — (general)
02021010,Personnel issues — Psychological — Personality/attitude — Self confidence
02021015,Personnel issues — Psychological — Personality/attitude — Confidence/reliance on equip
02021020,Personnel issues — Psychological — Personality/attitude — Complacency
02021025,Personnel issues — Psychological — Personality/attitude — Motivation/respond to pressure
02021030,Personnel issues — Psychological — Personality/attitude — Personality
02021500,Personnel issues — Psychological — Attention/monitoring — (general)
02021510,Personnel issues — Psychological — Attention/monitoring — Attention
02021520,Personnel issues — Psychological — Attention/monitoring — Task monitoring/vigilance
02021525,Personnel issues — Psychological — Attention/monitoring — Monitoring equip/instruments
02021530,Personnel issues — Psychological — Attention/monitoring — Monitoring communications
02021535,Personnel issues — Psychological — Attention/monitoring — Monitoring other person
02021540,Personnel issues — Psychological — Attention/monitoring — Monitoring other aircraft
02021545,Personnel issues — Psychological — Attention/monitoring — Monitoring environment
02022000,Personnel issues — Psychological — Perception/orientation/illusion — (general)
02022015,Personnel issues — Psychological — Perception/orientation/illusion — Visual illusion/disorientation
02022020,Personnel issues — Psychological — Perception/orientation/illusion — Temporal disorientation
02022025,Personnel issues — Psychological — Perception/orientation/illusion — Spatial disorientation
02022030,Personnel issues — Psychological — Perception/orientation/illusion — Geographic disorient (lost)
02022035,Personnel issues — Psychological — Perception/orientation/illusion — Situational awareness
02022040,Personnel issues — Psychological — Perception/orientation/illusion — Perception
02022500,Personnel issues — Psychological — Mental/emotional state — (general)
02022510,Personnel issues — Psychological — Mental/emotional state — Stress
02022515,Personnel issues — Psychological — Mental/emotional state — Anxiety/panic
02022520,Personnel issues — Psychological — Mental/emotional state — Confusion
02022525,Personnel issues — Psychological — Mental/emotional state — Boredom
02022530,Personnel issues — Psychological — Mental/emotional state — Apprehension
02022535,Personnel issues — Psychological — Mental/emotional state — Denial
02023000,Personnel issues — Psychological — Cognitive limitation — (general)
02023010,Personnel issues — Psychological — Cognitive limitation — Memory limit
02023015,Personnel issues — Psychological — Cognitive limitation — Cognitive overload
02030000,Personnel issues — Experience/knowledge — (general) — (general)
02031000,Personnel issues — Experience/knowledge — Experience/qualifications — (general)
02031010,Personnel issues — Experience/knowledge — Experience/qualifications — Qualification/certification
02031015,Personnel issues — Experience/knowledge — Experience/qualifications — Total experience
02031020,Personnel issues — Experience/knowledge — Experience/qualifications — Total experience in position
02031025,Personnel issues — Experience/knowledge — Experience/qualifications — Total experience w/ equipment
02031030,Personnel issues — Experience/knowledge — Experience/qualifications — Total instrument experience
02031035,Personnel issues — Experience/knowledge — Experience/qualifications — Recent experience
02031040,Personnel issues — Experience/knowledge — Experience/qualifications — Recent experience in position
02031045,Personnel issues — Experience/knowledge — Experience/qualifications — Recent experience w/ equipment
02031050,Personnel issues — Experience/knowledge — Experience/qualifications — Recent instrument experience
02031500,Personnel issues — Experience/knowledge — Training — (general)
02031510,Personnel issues — Experience/knowledge — Training — Total instruct/training recvd
02031515,Personnel issues — Experience/knowledge — Training — Initial instruct/training
02031520,Personnel issues — Experience/knowledge — Training — Recurrent instruct/training
02031525,Personnel issues — Experience/knowledge — Training — Recent instruct/training recvd
02031530,Personnel issues — Experience/knowledge — Training — Training with equipment
02031535,Personnel issues — Experience/knowledge — Training — Type/qual of instruct/training
02032000,Personnel issues — Experience/knowledge — Knowledge — (general)
02032010,Personnel issues — Experience/knowledge — Knowledge — Knowledge of procedures
02032015,Personnel issues — Experience/knowledge — Knowledge — Knowledge of equipment
02032020,Personnel issues — Experience/knowledge — Knowledge — Knowledge of meteorologic cond
02032025,Personnel issues — Experience/knowledge — Knowledge — Knowledge of regulatory reqs
02032030,Personnel issues — Experience/knowledge — Knowledge — Knowledge of geographic area
02032035,Personnel issues — Experience/knowledge — Knowledge — Aeronautical knowledge
02032040,Personnel issues — Experience/knowledge — Knowledge — Transfer of knowledge
02032045,Personnel issues — Experience/knowledge — Knowledge — Reading/language comprehension
02040000,Personnel issues — Action/decision — (general) — (general)
02041000,Personnel issues — Action/decision — Action — (general)
02041010,Personnel issues — Action/decision — Action — Incorrect action selection
02041015,Personnel issues — Action/decision — Action — Incorrect action performance
02041020,Personnel issues — Action/decision — Action — Incorrect action sequence
02041025,Personnel issues — Action/decision — Action — Delayed action
02041030,Personnel issues — Action/decision — Action — Lack of action
02041035,Personnel issues — Action/decision — Action — Forgotten action/omission
02041040,Personnel issues — Action/decision — Action — Incomplete action
02041045,Personnel issues — Action/decision — Action — Unneccessary action
02041500,Personnel issues — Action/decision — Info processing/decision — (general)
02041510,Personnel issues — Action/decision — Info processing/decision — Identification/recognition
02041515,Personnel issues — Action/decision — Info processing/decision — Understanding/comprehension
02041520,Personnel issues — Action/decision — Info processing/decision — Decision making/judgment
02041525,Personnel issues — Action/decision — Info processing/decision — Expectation/assumption
02050000,Personnel issues — Miscellaneous — (general) — (general)
02051000,Personnel issues — Miscellaneous — Intentional act — (general)
02051010,Personnel issues — Miscellaneous — Intentional act — Sabotage
02051015,Personnel issues — Miscellaneous — Intentional act — Suicide
02051020,Personnel issues — Miscellaneous — Intentional act — Stolen/unauthorized
02051025,Personnel issues — Miscellaneous — Intentional act — Hijack
02051030,Personnel issues — Miscellaneous — Intentional act — Criminal/illegal act
02051035,Personnel issues — Miscellaneous — Intentional act — Interference
02060000,Personnel issues — Task performance — (general) — (general)
02061000,Personnel issues — Task performance — Planning/preparation — (general)
02061010,Personnel issues — Task performance — Planning/preparation — Performance calculations
02061015,Personnel issues — Task performance — Planning/preparation — Weight/balance calculations
02061020,Personnel issues — Task performance — Planning/preparation — Weather planning
02061025,Personnel issues — Task performance — Planning/preparation — Flight planning/navigation
02061030,Personnel issues — Task performance — Planning/preparation — Fuel planning
02061500,Personnel issues — Task performance — Inspection — (general)
02061510,Personnel issues — Task performance — Inspection — Preflight inspection
02061515,Personnel issues — Task performance — Inspection — Post maintenance inspection
02061520,Personnel issues — Task performance — Inspection — Scheduled/routine inspection
02062000,Personnel issues — Task performance — Maintenance — (general)
02062010,Personnel issues — Task performance — Maintenance — Scheduled/routine maintenance
02062015,Personnel issues — Task performance — Maintenance — Repair
02062020,Personnel issues — Task performance — Maintenance — Replacement
02062025,Personnel issues — Task performance — Maintenance — Fabrication
02062030,Personnel issues — Task performance — Maintenance — Modification/alteration
02062035,Personnel issues — Task performance — Maintenance — Installation
02062040,Personnel issues — Task performance — Maintenance — Unauthorized maint/repair
02062500,Personnel issues — Task performance — Record-keeping — (general)
02062510,Personnel issues — Task performance — Record-keeping — Flight log/manifest
02062515,Personnel issues — Task performance — Record-keeping — Aircraft/maintenance logs
02062520,Personnel issues — Task performance — Record-keeping — Pilot logs
02063000,Personnel issues — Task performance — Use of equip/info — (general)
02063010,Personnel issues — Task performance — Use of equip/info — Use of automation
02063015,Personnel issues — Task performance — Use of equip/info — Use of equip/system
02063020,Personnel issues — Task performance — Use of equip/info — Use of manual
02063025,Personnel issues — Task performance — Use of equip/info — Use of charts
02063030,Personnel issues — Task performance — Use of equip/info — Use of checklist
02063032,Personnel issues — Task performance — Use of equip/info — Use of policy/procedure
02063035,Personnel issues — Task performance — Use of equip/info — Use of available resources
02063040,Personnel issues — Task performance — Use of equip/info — Aircraft control
02063500,Personnel issues — Task performance — Communication (personnel) — (general)
02063510,Personnel issues — Task performance — Communication (personnel) — Lack of communication
02063515,Personnel issues — Task performance — Communication (personnel) — Accuracy of communication
02063520,Personnel issues — Task performance — Communication (personnel) — Common phraseology
02063525,Personnel issues — Task performance — Communication (personnel) — Language/accent
02063530,Personnel issues — Task performance — Communication (personnel) — Interpretation/understanding
02063535,Personnel issues — Task performance — Communication (personnel) — Readback
02063537,Personnel issues — Task performance — Communication (personnel) — Following instructions
02063538,Personnel issues — Task performance — Communication (personnel) — Issuing instructions
02063540,Personnel issues — Task performance — Communication (personnel) — CRM/MRM techniques
02063545,Personnel issues — Task performance — Communication (personnel) — Crew/duty change-over
02064000,Personnel issues — Task performance — Workload management — (general)
02064010,Personnel issues — Task performance — Workload management — Task scheduling
02064015,Personnel issues — Task performance — Workload management — Task load shedding
02064020,Personnel issues — Task performance — Workload management — Task allocation
02064025,Personnel issues — Task performance — Workload management — Task overload
03010000,Environmental issues — Operating environment — (general) — (general)
03011000,Environmental issues — Operating environment — En route navaid coverage/avail — (general)
03011010,Environmental issues — Operating environment — En route navaid coverage/avail — DME
03011015,Environmental issues — Operating environment — En route navaid coverage/avail — VOR
03011020,Environmental issues — Operating environment — En route navaid coverage/avail — GPS
03011025,Environmental issues — Operating environment — En route navaid coverage/avail — NDB
03011030,Environmental issues — Operating environment — En route navaid coverage/avail — LORAN
03011035,Environmental issues — Operating environment — En route navaid coverage/avail — Other en route navaid
03012000,Environmental issues — Operating environment — Approach aid coverage/avail — (general)
03012010,Environmental issues — Operating environment — Approach aid coverage/avail — ASR
03012015,Environmental issues — Operating environment — Approach aid coverage/avail — Approach lighting
03012020,Environmental issues — Operating environment — Approach aid coverage/avail — Localizer
03012025,Environmental issues — Operating environment — Approach aid coverage/avail — Glideslope
03012030,Environmental issues — Operating environment — Approach aid coverage/avail — LDA
03012035,Environmental issues — Operating environment — Approach aid coverage/avail — Marker beacon
03012040,Environmental issues — Operating environment — Approach aid coverage/avail — NDB
03012045,Environmental issues — Operating environment — Approach aid coverage/avail — PAR
03012050,Environmental issues — Operating environment — Approach aid coverage/avail — SDF
03012055,Environmental issues — Operating environment — Approach aid coverage/avail — VOR/TVOR
03012060,Environmental issues — Operating environment — Approach aid coverage/avail — GPS
03012065,Environmental issues — Operating environment — Approach aid coverage/avail — GPS WAAS
03012070,Environmental issues — Operating environment — Approach aid coverage/avail — Visual approach aid
03013000,Environmental issues — Operating environment — Meteorological services — (general)
03013010,Environmental issues — Operating environment — Meteorological services — Meteo equip coverage/avail
03013015,Environmental issues — Operating environment — Meteorological services — FSS weather
03013020,Environmental issues — Operating environment — Meteorological services — NWS weather
03013025,Environmental issues — Operating environment — Meteorological services — Commercial weather
03013030,Environmental issues — Operating environment — Meteorological services — Automated weather
03013035,Environmental issues — Operating environment — Meteorological services — Other weather service
03014000,Environmental issues — Operating environment — Air traffic/operating proc — (general)
03014010,Environmental issues — Operating environment — Air traffic/operating proc — Airway/route system procedure
03014015,Environmental issues — Operating environment — Air traffic/operating proc — Approach control procedure
03014020,Environmental issues — Operating environment — Air traffic/operating proc — ATC clearance procedure
03014025,Environmental issues — Operating environment — Air traffic/operating proc — Departure procedure
03014030,Environmental issues — Operating environment — Air traffic/operating proc — Holding procedure
03014035,Environmental issues — Operating environment — Air traffic/operating proc — Instrument approach procedure
03014040,Environmental issues — Operating environment — Air traffic/operating proc — Instrument departure procedure
03014045,Environmental issues — Operating environment — Air traffic/operating proc — Missed approach procedure
03014050,Environmental issues — Operating environment — Air traffic/operating proc — Terminal arrival procedure
03014055,Environmental issues — Operating environment — Air traffic/operating proc — Traffic pattern procedure
03014060,Environmental issues — Operating environment — Air traffic/operating proc — Visual approach procedure
03014065,Environmental issues — Operating environment — Air traffic/operating proc — Noise abatement procedure
03014070,Environmental issues — Operating environment — Air traffic/operating proc — Traffic congestion
